date,pump_index,std_trades,std_volume,avg_volume,std_price,avg_price,avg_price_max,hour_sin,hour_cos,minute_sin,minute_cos,gt,symbol
2020-01-26 20:00:00,0,-1.000,-1.000,0.008,-0.008,-0.003,-0.005,-0.731,0.683,0.000,1.000,0,BTC
2020-01-27 00:00:00,0,0.000,-0.005,-0.000,0.025,0.005,0.008,0.000,1.000,0.000,1.000,0,BTC
2020-01-27 04:00:00,0,0.000,-0.001,-0.000,-0.005,-0.002,-0.001,0.888,0.460,0.000,1.000,0,BTC
2020-01-27 08:00:00,0,0.000,0.001,-0.000,-0.017,0.003,0.004,0.817,-0.577,0.000,1.000,0,BTC
2020-01-27 12:00:00,0,0.000,-0.002,-0.000,0.040,0.006,0.011,-0.136,-0.991,0.000,1.000,0,BTC
2020-01-27 16:00:00,0,0.000,-0.001,-0.000,0.009,0.002,0.002,-0.942,-0.335,0.000,1.000,1,BTC
2020-01-27 20:00:00,0,0.000,0.011,-0.000,0.018,0.005,0.018,-0.731,0.683,0.000,1.000,1,BTC
2020-01-28 00:00:00,0,0.000,-0.002,-0.000,0.052,0.011,0.017,0.000,1.000,0.000,1.000,0,BTC
2020-01-28 04:00:00,0,0.000,-0.010,0.000,-0.005,0.001,0.001,0.888,0.460,0.000,1.000,0,BTC
2020-01-28 08:00:00,0,0.000,0.013,-0.000,-0.032,0.005,-0.004,0.817,-0.577,0.000,1.000,0,BTC
2020-01-28 12:00:00,0,0.000,0.020,-0.000,-0.024,0.006,0.009,-0.136,-0.991,0.000,1.000,0,BTC
2020-01-28 16:00:00,0,0.000,0.008,0.000,0.017,-0.002,0.002,-0.942,-0.335,0.000,1.000,0,BTC
2020-01-28 20:00:00,0,0.000,0.006,0.000,0.029,0.003,0.006,-0.731,0.683,0.000,1.000,1,BTC
2020-01-29 00:00:00,0,0.000,0.018,-0.000,0.013,0.013,0.033,0.000,1.000,0.000,1.000,0,BTC
