date,pump_index,std_trades,std_volume,avg_volume,std_price,avg_price,avg_price_max,hour_sin,hour_cos,minute_sin,minute_cos,gt,symbol
2020-01-26 20:00:00,7,-1.000,-0.973,0.008,0.000,0.005,0.018,-0.731,0.683,0.000,1.000,1,LTC
2020-01-27 00:00:00,7,0.000,-0.002,-0.000,0.005,-0.024,0.036,0.000,1.000,0.000,1.000,0,LTC
2020-01-27 04:00:00,7,0.000,-0.000,-0.000,-0.009,0.020,-0.044,0.888,0.460,0.000,1.000,0,LTC
2020-01-27 08:00:00,7,0.000,-0.001,-0.000,0.004,0.018,0.008,0.817,-0.577,0.000,1.000,1,LTC
2020-01-27 12:00:00,7,0.000,0.000,0.000,0.087,-0.104,0.205,-0.136,-0.991,0.000,1.000,1,LTC
2020-01-27 16:00:00,7,0.000,-0.001,-0.000,-0.001,0.003,0.001,-0.942,-0.335,0.000,1.000,0,LTC
2020-01-27 20:00:00,7,0.000,-0.560,0.000,-0.001,-0.006,0.003,-0.731,0.683,0.000,1.000,1,LTC
2020-01-28 00:00:00,7,0.000,-0.001,-0.000,0.030,-0.116,0.084,0.000,1.000,0.000,1.000,1,LTC
2020-01-28 04:00:00,7,0.000,-0.001,-0.000,0.002,0.004,-0.004,0.888,0.460,0.000,1.000,0,LTC
2020-01-28 08:00:00,7,0.000,0.031,-0.000,0.000,-0.002,-0.017,0.817,-0.577,0.000,1.000,1,LTC
2020-01-28 12:00:00,7,0.000,0.002,0.000,-0.023,-0.056,0.052,-0.136,-0.991,0.000,1.000,1,LTC
2020-01-28 16:00:00,7,0.000,0.006,-0.000,-0.020,-0.026,-0.019,-0.942,-0.335,0.000,1.000,1,LTC
2020-01-28 20:00:00,7,0.000,0.075,-0.000,0.006,-0.013,0.001,-0.731,0.683,0.000,1.000,1,LTC
2020-01-29 00:00:00,7,0.000,-0.003,-0.000,-0.045,-0.189,0.099,0.000,1.000,0.000,1.000,1,LTC
2020-01-29 04:00:00,7,0.000,0.004,0.000,0.002,-0.018,0.008,0.888,0.460,0.000,1.000,0,LTC
2020-01-29 08:00:00,7,0.000,0.003,0.000,-0.034,-0.074,0.013,0.817,-0.577,0.000,1.000,1,LTC
2020-01-29 12:00:00,7,0.000,0.001,0.000,-0.175,0.332,-0.168,-0.136,-0.991,0.000,1.000,1,LTC
2020-01-29 16:00:00,7,0.000,0.005,0.000,-0.008,-0.020,0.033,-0.942,-0.335,0.000,1.000,0,LTC
2020-01-29 20:00:00,7,0.000,-0.003,-0.000,-0.001,-0.002,-0.030,-0.731,0.683,0.000,1.000,1,LTC
2020-01-30 00:00:00,7,0.000,0.002,0.000,-0.000,-0.000,-0.013,0.000,1.000,0.000,1.000,0,LTC
2020-01-30 04:00:00,7,0.000,0.004,0.000,-0.000,-0.044,0.038,0.888,0.460,0.000,1.000,1,LTC
2020-01-30 08:00:00,7,0.000,-0.002,-0.000,0.036,-0.099,0.121,0.817,-0.577,0.000,1.000,1,LTC
