date,pump_index,std_trades,std_volume,avg_volume,std_price,avg_price,avg_price_max,avg_price_min,hour_sin,hour_cos,minute_sin,minute_cos,gt,symbol
2020-01-25 20:00:00,4,-1.000,-1.000,0.011,-0.003,0.000,-0.000,0.000,-0.731,0.683,0.000,1.000,0,DOGE
2020-01-26 00:00:00,4,0.000,0.001,0.000,-0.019,-0.001,-0.001,-0.002,0.000,1.000,0.000,1.000,0,DOGE
2020-01-26 04:00:00,4,0.000,-0.179,0.000,-0.155,0.002,0.002,0.002,0.888,0.460,0.000,1.000,1,DOGE
2020-01-26 08:00:00,4,0.000,-0.004,-0.000,-0.030,-0.002,-0.003,-0.004,0.817,-0.577,0.000,1.000,0,DOGE
2020-01-26 12:00:00,4,0.000,-0.014,0.000,-0.000,-0.000,-0.001,0.001,-0.136,-0.991,0.000,1.000,0,DOGE
2020-01-26 16:00:00,4,0.000,-0.013,-0.000,0.011,-0.000,-0.002,0.000,-0.942,-0.335,0.000,1.000,0,DOGE
2020-01-26 20:00:00,4,0.000,-0.003,-0.000,0.015,-0.001,-0.001,-0.001,-0.731,0.683,0.000,1.000,0,DOGE
2020-01-27 00:00:00,4,0.000,-0.202,0.000,0.000,-0.000,0.002,-0.002,0.000,1.000,0.000,1.000,0,DOGE
2020-01-27 04:00:00,4,0.000,0.014,-0.000,-0.050,-0.001,-0.001,-0.001,0.888,0.460,0.000,1.000,0,DOGE
2020-01-27 08:00:00,4,0.000,0.006,0.000,-0.044,-0.001,-0.002,-0.000,0.817,-0.577,0.000,1.000,1,DOGE
2020-01-27 12:00:00,4,0.000,-0.276,0.000,0.186,-0.003,-0.007,0.000,-0.136,-0.991,0.000,1.000,1,DOGE
2020-01-27 16:00:00,4,0.000,0.010,0.000,-0.006,-0.001,-0.001,-0.001,-0.942,-0.335,0.000,1.000,1,DOGE
2020-01-27 20:00:00,4,0.000,-0.002,-0.000,-0.011,-0.000,-0.002,-0.001,-0.731,0.683,0.000,1.000,1,DOGE
2020-01-28 00:00:00,4,0.000,0.036,-0.000,-0.032,-0.003,-0.004,-0.003,0.000,1.000,0.000,1.000,0,DOGE
2020-01-28 04:00:00,4,0.000,0.004,0.000,0.015,0.001,0.004,-0.001,0.888,0.460,0.000,1.000,0,DOGE
2020-01-28 08:00:00,4,0.000,0.004,-0.000,0.009,0.001,0.003,0.000,0.817,-0.577,0.000,1.000,0,DOGE
2020-01-28 12:00:00,4,0.000,-0.029,0.000,-0.121,0.002,0.001,0.002,-0.136,-0.991,0.000,1.000,0,DOGE
2020-01-28 16:00:00,4,0.000,-0.007,-0.000,0.037,0.001,-0.000,0.001,-0.942,-0.335,0.000,1.000,0,DOGE
2020-01-28 20:00:00,4,0.000,0.034,-0.000,0.010,-0.001,-0.002,-0.000,-0.731,0.683,0.000,1.000,1,DOGE
2020-01-29 00:00:00,4,0.000,0.011,0.000,-0.097,-0.002,-0.006,-0.001,0.000,1.000,0.000,1.000,0,DOGE
2020-01-29 04:00:00,4,0.000,-0.009,-0.000,-0.000,-0.001,-0.002,-0.001,0.888,0.460,0.000,1.000,0,DOGE
2020-01-29 08:00:00,4,0.000,3.289,-0.000,0.006,-0.001,-0.002,0.000,0.817,-0.577,0.000,1.000,1,DOGE
2020-01-29 12:00:00,4,0.000,0.001,0.000,0.151,0.001,0.001,0.002,-0.136,-0.991,0.000,1.000,0,DOGE
2020-01-29 16:00:00,4,0.000,-0.001,-0.000,0.024,0.001,0.002,0.000,-0.942,-0.335,0.000,1.000,0,DOGE
2020-01-29 20:00:00,4,0.000,0.003,0.000,0.015,0.001,0.000,0.001,-0.731,0.683,0.000,1.000,0,DOGE
2020-01-30 00:00:00,4,0.000,0.000,0.000,0.012,0.000,0.001,-0.000,0.000,1.000,0.000,1.000,0,DOGE
2020-01-30 04:00:00,4,0.000,0.001,0.000,0.002,-0.000,0.001,-0.001,0.888,0.460,0.000,1.000,0,DOGE
2020-01-30 08:00:00,4,0.000,0.000,0.000,-0.015,0.001,0.002,0.002,0.817,-0.577,0.000,1.000,0,DOGE
2020-01-30 12:00:00,4,0.000,0.205,-0.000,0.005,0.000,0.000,-0.000,-0.136,-0.991,0.000,1.000,1,DOGE
2020-01-30 16:00:00,4,0.000,-0.001,-0.000,0.001,-0.000,0.001,0.001,-0.942,-0.335,0.000,1.000,0,DOGE
2020-01-30 20:00:00,4,0.000,-0.002,-0.000,0.044,-0.001,-0.001,-0.001,-0.731,0.683,0.000,1.000,0,DOGE
2020-01-31 00:00:00,4,0.000,0.004,0.000,0.010,0.000,0.001,-0.001,0.000,1.000,0.000,1.000,0,DOGE
2020-01-31 04:00:00,4,0.000,0.001,0.000,0.033,0.001,0.002,-0.000,0.888,0.460,0.000,1.000,0,DOGE
2020-01-31 08:00:00,4,0.000,0.014,-0.000,0.002,-0.000,0.002,-0.002,0.817,-0.577,0.000,1.000,1,DOGE
2020-01-31 12:00:00,4,0.000,-0.000,-0.000,0.003,0.004,0.008,0.003,-0.136,-0.991,0.000,1.000,1,DOGE
2020-01-31 16:00:00,4,0.000,0.002,0.000,0.059,-0.001,-0.003,0.001,-0.942,-0.335,0.000,1.000,1,DOGE
2020-01-31 20:00:00,4,0.000,0.000,0.000,0.002,0.000,0.002,0.001,-0.731,0.683,0.000,1.000,0,DOGE
2020-02-01 00:00:00,4,0.000,0.000,0.000,-0.037,0.001,0.004,-0.000,0.000,1.000,0.000,1.000,1,DOGE
2020-02-01 04:00:00,4,0.000,-0.001,-0.000,-0.001,-0.000,-0.001,0.001,0.888,0.460,0.000,1.000,0,DOGE
