data,recall,precision,F1 score
BTC,0.333,0.065,0.109
BTS,0.333,0.105,0.160
DASH,0.330,0.104,0.158
DGB,0.332,0.106,0.161
DOGE,0.333,0.096,0.149
ETH,0.331,0.064,0.107
IOC,0.333,0.084,0.134
LTC,0.333,0.080,0.129
MAID,0.333,0.114,0.170
MONA,0.333,0.070,0.115
NAV,0.333,0.129,0.186
SYS,0.333,0.177,0.232
VTC,0.333,0.124,0.181
XCP,0.322,0.146,0.139
XLM,0.333,0.086,0.137
XMR,0.333,0.096,0.149
XRP,0.340,0.313,0.172
