symbol,timestamp,datetime,side,price,amount,btc_volume,gt
LTC,1579636800.0,2020-01-21 21:00:00,buy,-0.0120017277234272,83.31112918905018,-0.9998774888582486,0
LTC,1579640400.0,2020-01-21 22:00:00,buy,-0.0157102218446673,63.64502670582264,-0.9998774888582486,0
LTC,1579644000.0,2020-01-21 23:00:00,buy,-0.013894538544565,71.96190687810655,-0.9998774888582486,0
LTC,1579647600.0,2020-01-22 00:00:00,buy,0.0023881425481656,-418.6841734494797,-0.9998774888582486,0
LTC,1579651200.0,2020-01-22 01:00:00,buy,-0.0130772736825334,76.45916978809814,-0.9998774888582486,0
LTC,1579654800.0,2020-01-22 02:00:00,buy,-0.009813226346701,101.89080059224214,-0.9998774888582486,0
LTC,1579658400.0,2020-01-22 03:00:00,buy,-0.0294613628276719,33.93860272882906,-0.9998774888582486,2
LTC,1579662000.0,2020-01-22 04:00:00,buy,-0.0162800445401509,61.41736814001251,-0.9998774888582486,2
LTC,1579665600.0,2020-01-22 05:00:00,buy,0.0120685746995947,-82.85671924478157,-0.9999625055689922,2
LTC,1579669200.0,2020-01-22 06:00:00,buy,-0.020730790395628,48.2315179390901,-0.9998774888582486,2
LTC,1579672800.0,2020-01-22 07:00:00,buy,0.0280629356566266,-35.607276316254485,-0.9992447041707738,2
LTC,1579676400.0,2020-01-22 08:00:00,buy,-0.0001257767300926,7948.1793969116015,-0.9996960147329148,0
LTC,1579680000.0,2020-01-22 09:00:00,buy,-0.0290282638755515,34.44565383063454,-0.9998975287615608,0
LTC,1579683600.0,2020-01-22 10:00:00,buy,-0.0090896270562655,110.0106576961199,-0.999955850672214,0
LTC,1579687200.0,2020-01-22 11:00:00,buy,-0.0175838523845367,56.86339187751281,-0.9998774888582486,0
LTC,1579690800.0,2020-01-22 12:00:00,buy,-0.0036907928196645,270.9435302584593,-0.9999964360124728,0
LTC,1579694400.0,2020-01-22 13:00:00,buy,-0.0043367570159852,230.55879893033435,-0.9998774888582486,0
LTC,1579698000.0,2020-01-22 14:00:00,buy,-0.0412675826539224,24.22912670323839,-0.9998774888582486,0
LTC,1579701600.0,2020-01-22 15:00:00,buy,-0.0063710032997436,156.88934786507377,-0.9995425529430064,0
LTC,1579705200.0,2020-01-22 16:00:00,buy,-0.0036469676508516,274.16681050756455,-0.9998774888582486,0
LTC,1579708800.0,2020-01-22 17:00:00,buy,0.0079809323715453,-125.28329301763628,-0.9998774888582486,0
LTC,1579712400.0,2020-01-22 18:00:00,buy,-0.0222395383876247,44.959453358736766,-0.9998774888582486,0
LTC,1579716000.0,2020-01-22 19:00:00,buy,-0.0049130393490666,203.53820371734645,-0.9999912039016569,0
LTC,1579719600.0,2020-01-22 20:00:00,buy,-0.015125891775969,66.10370506860208,-0.9998774888582486,0
LTC,1579723200.0,2020-01-22 21:00:00,buy,-0.0190422712733286,52.50831030113087,-0.9998774888582486,0
LTC,1579726800.0,2020-01-22 22:00:00,buy,-0.0095928666320623,104.23135515262472,-0.9998774888582486,0
LTC,1579730400.0,2020-01-22 23:00:00,buy,-0.024952717546567,39.06757776934437,-0.97484223330699,0
LTC,1579734000.0,2020-01-23 00:00:00,buy,0.008630768302128,-115.86306547741955,-0.9999872729098936,0
LTC,1579737600.0,2020-01-23 01:00:00,buy,-0.0346779135792204,28.833265489691755,-0.9998774888582486,0
LTC,1579741200.0,2020-01-23 02:00:00,buy,-0.050580844517601,19.767216923531418,-0.9998425257548338,0
LTC,1579744800.0,2020-01-23 03:00:00,buy,-0.0174244510010031,57.3664365957844,-0.9995786635653964,0
LTC,1579748400.0,2020-01-23 04:00:00,buy,-0.0208476528255206,47.961154055398076,-0.9998774888582486,0
LTC,1579752000.0,2020-01-23 05:00:00,buy,-0.027354905762071,36.552035585683896,-0.9998774888582486,0
LTC,1579755600.0,2020-01-23 06:00:00,buy,-0.0281201870397465,35.559539710167016,-0.9999409076971896,0
LTC,1579759200.0,2020-01-23 07:00:00,buy,-0.0326228037974055,30.64964909416428,-0.9998774888582486,0
LTC,1579762800.0,2020-01-23 08:00:00,buy,0.0185094201841676,-54.01992493063146,-0.9998774888582486,0
LTC,1579766400.0,2020-01-23 09:00:00,buy,-0.014642109507182,68.28780295406243,-0.9998774888582486,0
LTC,1579770000.0,2020-01-23 10:00:00,buy,-0.0339039814492562,29.491447497243257,-0.9998774888582486,1
LTC,1579773600.0,2020-01-23 11:00:00,buy,-0.0100239717782886,99.74820782087424,-0.9998732201313096,1
LTC,1579777200.0,2020-01-23 12:00:00,buy,-0.0128657919198802,77.7159692217033,-0.9998774888582486,1
LTC,1579780800.0,2020-01-23 13:00:00,buy,-0.0278450294222528,35.90469636327312,-0.999767326632393,1
LTC,1579784400.0,2020-01-23 14:00:00,buy,-0.0546613364991918,18.292225417375814,-0.9998774888582486,1
LTC,1579788000.0,2020-01-23 15:00:00,buy,-0.0312566337444561,31.984245419702972,-0.9997198446764534,1
LTC,1579791600.0,2020-01-23 16:00:00,buy,0.0045237553332629,-221.0314717331386,-0.9998922990717336,1
LTC,1579795200.0,2020-01-23 17:00:00,buy,-0.0467723882010691,21.377516250824968,-0.9998774888582486,1
LTC,1579798800.0,2020-01-23 18:00:00,buy,-0.079228280700737,12.618662842316914,-0.9997549617390442,2
LTC,1579802400.0,2020-01-23 19:00:00,buy,-0.0355375676635454,28.136079314316156,-0.9998878224193904,2
LTC,1579806000.0,2020-01-23 20:00:00,buy,0.018036724553789,-55.43784457405919,-0.9999171324380718,2
