data,recall,precision,F1 score
BTC,0.500,0.281,0.360
BTS,0.500,0.409,0.450
DASH,0.500,0.369,0.425
DGB,0.500,0.404,0.447
DOGE,0.500,0.348,0.411
ETH,0.570,0.644,0.483
IOC,0.500,0.299,0.374
LTC,0.500,0.354,0.415
MAID,0.500,0.378,0.430
MONA,0.500,0.252,0.335
NAV,0.500,0.363,0.421
SYS,0.500,0.484,0.492
VTC,0.500,0.477,0.488
XCP,0.500,0.406,0.448
XLM,0.500,0.352,0.413
XMR,0.500,0.374,0.428
XRP,0.500,0.331,0.398
